ID	Type	Name
64	T5_FARM_DIREBOAR_FW_LYMHURST_GROWN	Tame Wild Boar						
65	T5_FARM_RAM_FW_MARTLOCK_GROWN	Tame Bighorn Ram						
66	T5_FARM_SWAMPDRAGON_FW_THETFORD_GROWN	Tame Swamp Salamander						
67	T3_FARM_CHICKEN_BABY	Baby Chickens						
68	T4_FARM_GOAT_BABY	Kid						
69	T5_FARM_GOOSE_BABY	Gosling						
70	T6_FARM_SHEEP_BABY	Lamb						
71	T7_FARM_PIG_BABY	Piglet						
72	T8_FARM_COW_BABY	Calf						
73	T3_FARM_CHICKEN_GROWN	Chicken						
74	T4_FARM_GOAT_GROWN	Goat						
75	T5_FARM_GOOSE_GROWN	Goose						
76	T6_FARM_SHEEP_GROWN	Sheep						
77	T7_FARM_PIG_GROWN	Pig						
78	T8_FARM_COW_GROWN	Cow						
79	T6_MOUNTUPGRADE_GIANTSTAG_XMAS	Decorative Stag Bridle						
80	UNIQUE_MOUNTUPGRADE_RAM_XMAS	Decorative Ram Bridle						
81	T5_MOUNTUPGRADE_HORSE_CURSE	Necromantic Elixir						
82	T8_MOUNTUPGRADE_HORSE_CURSE	Spectral Mask						
83	T8_MOUNTUPGRADE_COUGAR_KEEPER	Sacred Bone Marrow						
84	T5_MOUNTUPGRADE_HORSE_MORGANA	Morgana Mare Saddle						
85	T8_MOUNTUPGRADE_HORSE_MORGANA	Infernal Horseshoes						
87	T1_CARROT	Carrots						
88	T2_BEAN	Beans						
89	T3_WHEAT	Sheaf of Wheat						
90	T4_TURNIP	Turnips						
91	T5_CABBAGE	Cabbage						
92	T6_POTATO	Potatoes						
93	T7_CORN	Bundle of Corn						
94	T8_PUMPKIN	Pumpkin						
95	T2_AGARIC	Arcane Agaric						
96	T3_COMFREY	Brightleaf Comfrey	40					
97	T4_BURDOCK	Crenellated Burdock	40					
98	T5_TEASEL	Dragon Teasel						
99	T6_FOXGLOVE	Elusive Foxglove						
100	T7_MULLEIN	Firetouched Mullein						
101	T8_YARROW	Ghoul Yarrow						
102	T3_EGG	Hen Eggs						
103	T4_MILK	Goat's Milk						
104	T5_EGG	Goose Eggs						
105	T6_MILK	Sheep's Milk						
106	T8_MILK	Cow's Milk						
107	T1_FISH_FRESHWATER_ALL_COMMON	Common Rudd						
108	T2_FISH_FRESHWATER_ALL_COMMON	Striped Carp						
109	T3_FISH_FRESHWATER_ALL_COMMON	Albion Perch						
110	T4_FISH_FRESHWATER_ALL_COMMON	Bluescale Pike						
111	T5_FISH_FRESHWATER_ALL_COMMON	Spotted Trout						
112	T6_FISH_FRESHWATER_ALL_COMMON	Brightscale Zander						
113	T7_FISH_FRESHWATER_ALL_COMMON	Danglemouth Catfish						
114	T8_FISH_FRESHWATER_ALL_COMMON	River Sturgeon						
115	T1_FISH_SALTWATER_ALL_COMMON	Common Herring						
116	T2_FISH_SALTWATER_ALL_COMMON	Striped Mackerel						
117	T3_FISH_SALTWATER_ALL_COMMON	Flatshore Plaice						
118	T4_FISH_SALTWATER_ALL_COMMON	Bluescale Cod						
119	T5_FISH_SALTWATER_ALL_COMMON	Spotted Wolffish						
120	T6_FISH_SALTWATER_ALL_COMMON	Strongfin Salmon						
121	T7_FISH_SALTWATER_ALL_COMMON	Bluefin Tuna						
122	T8_FISH_SALTWATER_ALL_COMMON	Steelscale Swordfish						
123	T3_FISH_FRESHWATER_FOREST_RARE	Greenriver Eel						
124	T5_FISH_FRESHWATER_FOREST_RARE	Redspring Eel						
125	T7_FISH_FRESHWATER_FOREST_RARE	Deadwater Eel						
126	T3_FISH_FRESHWATER_MOUNTAIN_RARE	Upland Coldeye						
127	T5_FISH_FRESHWATER_MOUNTAIN_RARE	Mountain Blindeye						
128	T7_FISH_FRESHWATER_MOUNTAIN_RARE	Frostpeak Deadeye						
129	T3_FISH_FRESHWATER_HIGHLANDS_RARE	Stonestream Lurcher						
130	T5_FISH_FRESHWATER_HIGHLANDS_RARE	Rushwater Lurcher						
131	T7_FISH_FRESHWATER_HIGHLANDS_RARE	Thunderfall Lurcher						
132	T3_FISH_FRESHWATER_STEPPE_RARE	Lowriver Crab						
133	T5_FISH_FRESHWATER_STEPPE_RARE	Drybrook Crab						
134	T7_FISH_FRESHWATER_STEPPE_RARE	Dusthole Crab						
135	T3_FISH_FRESHWATER_SWAMP_RARE	Greenmoor Clam						
136	T5_FISH_FRESHWATER_SWAMP_RARE	Murkwater Clam						
137	T7_FISH_FRESHWATER_SWAMP_RARE	Blackbog Clam						
138	T3_FISH_SALTWATER_ALL_RARE	Shallowshore Squid						
139	T5_FISH_SALTWATER_ALL_RARE	Midwater Octopus						
140	T7_FISH_SALTWATER_ALL_RARE	Deepwater Kraken						
141	T1_SEAWEED	Seaweed						
142	T8_FISH_SALTWATER_ALL_BOSS_SHARK	Shark						
143	T1_FISHCHOPS	Chopped Fish						
144	T1_FISHSAUCE_LEVEL1	Basic Fish Sauce			0	1	0	1
145	T1_FISHSAUCE_LEVEL2	Fancy Fish Sauce			0	1	0	1
146	T1_FISHSAUCE_LEVEL3	Special Fish Sauce			0	1	0	1
147	TREASURE_KNOWLEDGE_RARITY1	Corrupted Scroll						
148	TREASURE_KNOWLEDGE_RARITY2	Thin Booklet						
149	TREASURE_KNOWLEDGE_RARITY3	Ancient Tome						
150	TREASURE_SILVERWARE_RARITY1	Silver Cup						
151	TREASURE_SILVERWARE_RARITY2	Silver Mirror						
152	TREASURE_SILVERWARE_RARITY3	Silver Chandelier						
153	TREASURE_DECORATIVE_RARITY1	Simple Stone Toy						
154	TREASURE_DECORATIVE_RARITY2	Stone Mask						
155	TREASURE_DECORATIVE_RARITY3	Stone Idol						
156	TREASURE_CEREMONIAL_RARITY1	Ornamental Scepter						
157	TREASURE_CEREMONIAL_RARITY2	Globus Cruciger						
158	TREASURE_CEREMONIAL_RARITY3	Golden Crown						
159	TREASURE_TRIBAL_RARITY1	Feather Talisman						
160	TREASURE_TRIBAL_RARITY2	Dreamcatcher						
161	TREASURE_TRIBAL_RARITY3	Holy Fetish						
162	TREASURE_RITUAL_RARITY1	Ritual Candles						
163	TREASURE_RITUAL_RARITY2	Blood Chalice						
164	TREASURE_RITUAL_RARITY3	Sacrificial Dagger						
166	QUESTITEM_TRANSFER_LETTER	Letter of Transfer						
167	QUESTITEM_LIGHT_BLUEPRINTS	Delivery: Blueprints						
168	QUESTITEM_LIGHT_MANUSCRIPTS	Delivery: Artistic Manuscripts						
169	QUESTITEM_LIGHT_SURVEYS	Delivery: Geomantic Surveys						
170	QUESTITEM_HEAVY_MORTAR	Delivery: Mortar						
171	QUESTITEM_HEAVY_CRATE	Delivery: Crates						
172	QUESTITEM_HEAVY_BARREL	Delivery: Barrels						
173	QUESTITEM_LIGHT_FUR	Delivery: Heavy Fur						
174	QUESTITEM_LIGHT_THEPACKAGE	Delivery: "The Package"						
175	QUESTITEM_LIGHT_PATROLROUTE	Delivery: Patrol Route						
176	QUESTITEM_HEAVY_MOONSHINE	Delivery: Geoff the Brigand's All-Natural Enriched Moonshine						
177	QUESTITEM_LIGHT_KITTENS	Delivery: Sack of Kittens						
178	QUESTITEM_LIGHT_BEES	Delivery: Beehives						
179	QUESTITEM_LIGHT_OLDCLOTHES	Delivery: Old Clothes						
180	QUESTITEM_HEAVY_FARMTOOLS	Delivery: Farmyard Tools						
181	QUESTITEM_HEAVY_MANURE	Delivery: Pile of Manure						
182	QUESTITEM_LIGHT_ASSASSINATION	Delivery: Assassination Order						
183	QUESTITEM_LIGHT_CASUALTIES	Delivery: Casualty Report						
184	QUESTITEM_LIGHT_RINGS	Delivery: Regimental Rings						
185	QUESTITEM_HEAVY_MEDICAL	Delivery: Medical Supplies						
186	QUESTITEM_HEAVY_FIREBARREL	Delivery: Sensitive Barrels						
202	QUESTITEM_TOKEN_ARENA_UNRANKED	Arena Sigil						
354	QUESTITEM_TOKEN_ROYAL_HORSE	Royal Horse Token						
355	QUESTITEM_TOKEN_ROYAL_T4	Adept's Royal Sigil						
356	QUESTITEM_TOKEN_ROYAL_T5	Expert's Royal Sigil						
357	QUESTITEM_TOKEN_ROYAL_T6	Master's Royal Sigil						
358	QUESTITEM_TOKEN_ROYAL_T7	Grandmaster's Royal Sigil						
359	QUESTITEM_TOKEN_ROYAL_T8	Elder's Royal Sigil						
360	QUESTITEM_TOKEN_KEEPER	Keeper Totem						
361	QUESTITEM_TOKEN_MORGANA	Morgana's Favor						
362	QUESTITEM_TOKEN_UNDEAD	Undead Knucklebone						
363	QUESTITEM_TOKEN_EVENT_HALLOWEEN_2017	Pumpkin Pip						
364	QUESTITEM_TOKEN_EVENT_EASTER_2018	Fool's Golden Egg						
365	T4_SKILLBOOK_STANDARD	Adept's Tome of Insight						
366	T1_SKILLBOOK_NONTRADABLE	Beginner's Tome of Insight						
367	T2_SKILLBOOK_NONTRADABLE	Novice's Tome of Insight						
368	T3_SKILLBOOK_NONTRADABLE	Journeyman's Tome of Insight						
369	T4_SKILLBOOK_NONTRADABLE	Adept's Tome of Insight						
370	T5_SKILLBOOK_NONTRADABLE	Expert's Tome of Insight						
371	T6_SKILLBOOK_NONTRADABLE	Master's Tome of Insight						
372	T7_SKILLBOOK_NONTRADABLE	Grandmaster's Tome of Insight						
373	T8_SKILLBOOK_NONTRADABLE	Elder's Tome of Insight						
374	T3_PREMIUMITEM_3_NONTRADABLE	Three Days of Premium						
375	T1_SILVERBAG_NONTRADABLE	Beginner's Bag of Silver						
376	T2_SILVERBAG_NONTRADABLE	Novice's Bag of Silver						
377	T3_SILVERBAG_NONTRADABLE	Journeyman's Bag of Silver						
378	T4_SILVERBAG_NONTRADABLE	Adept's Bag of Silver						
379	T5_SILVERBAG_NONTRADABLE	Expert's Bag of Silver						
380	T6_SILVERBAG_NONTRADABLE	Master's Bag of Silver						
381	T7_SILVERBAG_NONTRADABLE	Grandmaster's Bag of Silver						
382	T8_SILVERBAG_NONTRADABLE	Elder's Bag of Silver						
383	T2_POTION_HEAL	Minor Healing Potion		potion	0	0.1285	67	5
384	T4_POTION_HEAL	Healing Potion		potion	0	0.57	249	5
385	T4_POTION_HEAL@1	Healing Potion			0	1.1	210	5
386	T6_POTION_HEAL	Major Healing Potion		potion	0	1.71	748	5
387	T6_POTION_HEAL@1	Major Healing Potion			0	2.5	756	5
388	T2_POTION_ENERGY	Minor Energy Potion		potion	0	0.1285	67	5
389	T4_POTION_ENERGY	Energy Potion		potion	0	0.57	249	5
390	T4_POTION_ENERGY@1	Energy Potion			0	1.1	210	5
391	T6_POTION_ENERGY	Major Energy Potion		potion	0	1.71	748	5
392	T6_POTION_ENERGY@1	Major Energy Potion			0	2.5	756	5
393	T3_POTION_REVIVE	Minor Gigantify Potion		potion	0	0.1515	66	5
394	T5_POTION_REVIVE	Gigantify Potion		potion	0	0.7985	349	5
395	T5_POTION_REVIVE@1	Gigantify Potion			0	1.7	294	5
396	T7_POTION_REVIVE	Major Gigantify Potion		potion	0	2.3935	1047	5
397	T7_POTION_REVIVE@1	Major Gigantify Potion			0	3.8	1008	5
398	T3_POTION_STONESKIN	Minor Resistance Potion		potion	0	0.1515	66	5
399	T5_POTION_STONESKIN	Resistance Potion		potion	0	0.7985	349	5
400	T5_POTION_STONESKIN@1	Resistance Potion			0	1.7	294	5
401	T7_POTION_STONESKIN	Major Resistance Potion		potion	0	3.0785	1347	5
402	T7_POTION_STONESKIN@1	Major Resistance Potion			0	3.8	1260	5
403	T3_POTION_SLOWFIELD	Minor Sticky Potion		potion	0	0.1515	66	5
404	T5_POTION_SLOWFIELD	Sticky Potion		potion	0	0.7985	349	5
405	T5_POTION_SLOWFIELD@1	Sticky Potion			0	1.7	294	5
406	T7_POTION_SLOWFIELD	Major Sticky Potion		potion	0	3.0785	1347	5
407	T7_POTION_SLOWFIELD@1	Major Sticky Potion			0	3.8	1260	5
408	T4_POTION_COOLDOWN	Minor Poison Potion		potion	0	0.2285	100	5
409	T4_POTION_COOLDOWN@1	Minor Poison Potion			0	1.1	84	5
410	T6_POTION_COOLDOWN	Poison Potion		potion	0	1.0265	449	5
411	T6_POTION_COOLDOWN@1	Poison Potion			0	2.5	378	5
412	T8_POTION_COOLDOWN	Major Poison Potion		potion	0	3.0785	1347	5
413	T8_POTION_COOLDOWN@1	Major Poison Potion			0	5.7	1260	5
414	T8_POTION_CLEANSE	Invisibility Potion		potion	0	3.0785	1347	5
415	T8_POTION_CLEANSE@1	Invisibility Potion			0	5.7	1260	5
416	T1_WORM	Earthworm						
417	T1_FISHINGBAIT	Simple Fish Bait			0	1	0	1
418	T3_FISHINGBAIT	Fancy Fish Bait			0	1	0	1
419	T5_FISHINGBAIT	Special Fish Bait			0	1	0	1
420	T1_MEAL_GRILLEDFISH	Grilled Fish		food	0	0.01	18	1
421	T1_MEAL_SEAWEEDSALAD	Seaweed Salad		food	0	0.01	4	1
422	T1_MEAL_SOUP	Carrot Soup		food	0	0.257	67	10
423	T1_MEAL_SOUP@1	Carrot Soup			0	0.5	115	10
424	T1_MEAL_SOUP@2	Carrot Soup			0	0.6	138	10
425	T1_MEAL_SOUP@3	Carrot Soup			0	0.7	172	10
426	T3_MEAL_SOUP	Wheat Soup		food	0	0.913	200	10
427	T3_MEAL_SOUP@1	Wheat Soup			0	1.6	345	10
428	T3_MEAL_SOUP@2	Wheat Soup			0	1.9	413	10
429	T3_MEAL_SOUP@3	Wheat Soup			0	2.4	516	10
430	T5_MEAL_SOUP	Cabbage Soup		food	0	2.737	599	10
431	T5_MEAL_SOUP@1	Cabbage Soup			0	4.7	1035	10
432	T5_MEAL_SOUP@2	Cabbage Soup			0	5.7	1238	10
433	T5_MEAL_SOUP@3	Cabbage Soup			0	7.1	1547	10
434	T1_MEAL_SOUP_FISH	Greenmoor Clam Soup		food	0	0.0353	90	1
435	T1_MEAL_SOUP_FISH@1	Greenmoor Clam Soup			0	0.09	229	1
436	T1_MEAL_SOUP_FISH@2	Greenmoor Clam Soup			0	0.13	296	1
437	T1_MEAL_SOUP_FISH@3	Greenmoor Clam Soup			0	0.17	399	1
438	T3_MEAL_SOUP_FISH	Murkwater Clam Soup		food	0	0.1267	277	1
439	T3_MEAL_SOUP_FISH@1	Murkwater Clam Soup			0	0.32	699	1
440	T3_MEAL_SOUP_FISH@2	Murkwater Clam Soup			0	0.41	903	1
441	T3_MEAL_SOUP_FISH@3	Murkwater Clam Soup			0	0.55	1211	1
442	T5_MEAL_SOUP_FISH	Blackbog Clam Soup		food	0	0.37	809	1
443	T5_MEAL_SOUP_FISH@1	Blackbog Clam Soup			0	0.96	2097	1
444	T5_MEAL_SOUP_FISH@2	Blackbog Clam Soup			0	1.24	2707	1
445	T5_MEAL_SOUP_FISH@3	Blackbog Clam Soup			0	1.66	3633	1
446	T2_MEAL_SALAD	Bean Salad		food	0	0.257	67	10
447	T2_MEAL_SALAD@1	Bean Salad			0	0.5	115	10
448	T2_MEAL_SALAD@2	Bean Salad			0	0.6	138	10
449	T2_MEAL_SALAD@3	Bean Salad			0	0.7	172	10
450	T4_MEAL_SALAD	Turnip Salad		food	0	0.913	200	10
451	T4_MEAL_SALAD@1	Turnip Salad			0	1.6	345	10
452	T4_MEAL_SALAD@2	Turnip Salad			0	1.9	413	10
453	T4_MEAL_SALAD@3	Turnip Salad			0	2.4	516	10
454	T6_MEAL_SALAD	Potato Salad		food	0	2.737	599	10
455	T6_MEAL_SALAD@1	Potato Salad			0	4.7	1035	10
456	T6_MEAL_SALAD@2	Potato Salad			0	5.7	1238	10
457	T6_MEAL_SALAD@3	Potato Salad			0	7.1	1547	10
458	T2_MEAL_SALAD_FISH	Shallowshore Squid Salad		food	0	0.0353	90	1
459	T2_MEAL_SALAD_FISH@1	Shallowshore Squid Salad			0	0.09	229	1
460	T2_MEAL_SALAD_FISH@2	Shallowshore Squid Salad			0	0.13	296	1
461	T2_MEAL_SALAD_FISH@3	Shallowshore Squid Salad			0	0.17	399	1
462	T4_MEAL_SALAD_FISH	Midwater Octopus Salad		food	0	0.1267	277	1
463	T4_MEAL_SALAD_FISH@1	Midwater Octopus Salad			0	0.32	699	1
464	T4_MEAL_SALAD_FISH@2	Midwater Octopus Salad			0	0.41	903	1
465	T4_MEAL_SALAD_FISH@3	Midwater Octopus Salad			0	0.55	1211	1
466	T6_MEAL_SALAD_FISH	Deepwater Kraken Salad		food	0	0.37	809	1
467	T6_MEAL_SALAD_FISH@1	Deepwater Kraken Salad			0	0.96	2097	1
468	T6_MEAL_SALAD_FISH@2	Deepwater Kraken Salad			0	1.24	2707	1
469	T6_MEAL_SALAD_FISH@3	Deepwater Kraken Salad			0	1.66	3633	1
470	T3_MEAL_PIE	Chicken Pie		food	0	0.303	66	10
471	T3_MEAL_PIE@1	Chicken Pie			0	0.5	114	10
472	T3_MEAL_PIE@2	Chicken Pie			0	0.6	137	10
473	T3_MEAL_PIE@3	Chicken Pie			0	0.8	171	10
474	T5_MEAL_PIE	Goose Pie		food	0	1.02	223	10
475	T5_MEAL_PIE@1	Goose Pie			0	1.7	369	10
476	T5_MEAL_PIE@2	Goose Pie			0	2	437	10
477	T5_MEAL_PIE@3	Goose Pie			0	2.5	540	10
478	T7_MEAL_PIE	Pork Pie		food	0	3.06	669	10
479	T7_MEAL_PIE@1	Pork Pie			0	5.1	1106	10
480	T7_MEAL_PIE@2	Pork Pie			0	6	1310	10
481	T7_MEAL_PIE@3	Pork Pie			0	7.4	1618	10
482	T3_MEAL_PIE_FISH	Upland Coldeye Pie		food	0	0.0443	97	1
483	T3_MEAL_PIE_FISH@1	Upland Coldeye Pie			0	0.11	236	1
484	T3_MEAL_PIE_FISH@2	Upland Coldeye Pie			0	0.14	303	1
485	T3_MEAL_PIE_FISH@3	Upland Coldeye Pie			0	0.19	406	1
486	T5_MEAL_PIE_FISH	Mountain Blindeye Pie		food	0	0.1207	264	1
487	T5_MEAL_PIE_FISH@1	Mountain Blindeye Pie			0	0.31	686	1
488	T5_MEAL_PIE_FISH@2	Mountain Blindeye Pie			0	0.41	890	1
489	T5_MEAL_PIE_FISH@3	Mountain Blindeye Pie			0	0.55	1198	1
490	T7_MEAL_PIE_FISH	Frostpeak Deadeye Pie		food	0	0.37	809	1
491	T7_MEAL_PIE_FISH@1	Frostpeak Deadeye Pie			0	0.96	2097	1
492	T7_MEAL_PIE_FISH@2	Frostpeak Deadeye Pie			0	1.24	2707	1
493	T7_MEAL_PIE_FISH@3	Frostpeak Deadeye Pie			0	1.66	3633	1
494	T3_MEAL_OMELETTE	Chicken Omelette		food	0	0.29	63	10
495	T3_MEAL_OMELETTE@1	Chicken Omelette			0	0.5	112	10
496	T3_MEAL_OMELETTE@2	Chicken Omelette			0	0.6	135	10
497	T3_MEAL_OMELETTE@3	Chicken Omelette			0	0.8	169	10
498	T5_MEAL_OMELETTE	Goose Omelette		food	0	0.87	190	10
499	T5_MEAL_OMELETTE@1	Goose Omelette			0	1.5	336	10
500	T5_MEAL_OMELETTE@2	Goose Omelette			0	1.8	404	10
501	T5_MEAL_OMELETTE@3	Goose Omelette			0	2.3	507	10
502	T7_MEAL_OMELETTE	Pork Omelette		food	0	2.61	571	10
503	T7_MEAL_OMELETTE@1	Pork Omelette			0	4.6	1008	10
504	T7_MEAL_OMELETTE@2	Pork Omelette			0	5.5	1211	10
505	T7_MEAL_OMELETTE@3	Pork Omelette			0	6.9	1520	10
506	T3_MEAL_OMELETTE_FISH	Lowriver Crab Omelette		food	0	0.0413	90	1
507	T3_MEAL_OMELETTE_FISH@1	Lowriver Crab Omelette			0	0.1	229	1
508	T3_MEAL_OMELETTE_FISH@2	Lowriver Crab Omelette			0	0.14	297	1
509	T3_MEAL_OMELETTE_FISH@3	Lowriver Crab Omelette			0	0.18	400	1
510	T5_MEAL_OMELETTE_FISH	Drybrook Crab Omelette		food	0	0.1207	264	1
511	T5_MEAL_OMELETTE_FISH@1	Drybrook Crab Omelette			0	0.31	686	1
512	T5_MEAL_OMELETTE_FISH@2	Drybrook Crab Omelette			0	0.41	890	1
513	T5_MEAL_OMELETTE_FISH@3	Drybrook Crab Omelette			0	0.55	1198	1
514	T7_MEAL_OMELETTE_FISH	Dusthole Crab Omelette		food	0	0.37	809	1
515	T7_MEAL_OMELETTE_FISH@1	Dusthole Crab Omelette			0	0.96	2097	1
516	T7_MEAL_OMELETTE_FISH@2	Dusthole Crab Omelette			0	1.24	2707	1
517	T7_MEAL_OMELETTE_FISH@3	Dusthole Crab Omelette			0	1.66	3633	1
518	T4_MEAL_STEW	Goat Stew		food	0	0.353	77	10
519	T4_MEAL_STEW@1	Goat Stew			0	0.6	125	10
520	T4_MEAL_STEW@2	Goat Stew			0	0.7	148	10
521	T4_MEAL_STEW@3	Goat Stew			0	0.8	182	10
522	T6_MEAL_STEW	Mutton Stew		food	0	1.057	231	10
523	T6_MEAL_STEW@1	Mutton Stew			0	1.7	376	10
524	T6_MEAL_STEW@2	Mutton Stew			0	2	444	10
525	T6_MEAL_STEW@3	Mutton Stew			0	2.5	547	10
526	T8_MEAL_STEW	Beef Stew		food	0	3.167	693	10
527	T8_MEAL_STEW@1	Beef Stew			0	5.2	1129	10
528	T8_MEAL_STEW@2	Beef Stew			0	6.1	1333	10
529	T8_MEAL_STEW@3	Beef Stew			0	7.5	1641	10
530	T4_MEAL_STEW_FISH	Greenriver Eel Stew		food	0	0.0413	90	1
531	T4_MEAL_STEW_FISH@1	Greenriver Eel Stew			0	0.1	229	1
532	T4_MEAL_STEW_FISH@2	Greenriver Eel Stew			0	0.14	297	1
533	T4_MEAL_STEW_FISH@3	Greenriver Eel Stew			0	0.18	400	1
534	T6_MEAL_STEW_FISH	Redspring Eel Stew		food	0	0.1207	264	1
535	T6_MEAL_STEW_FISH@1	Redspring Eel Stew			0	0.31	686	1
536	T6_MEAL_STEW_FISH@2	Redspring Eel Stew			0	0.41	890	1
537	T6_MEAL_STEW_FISH@3	Redspring Eel Stew			0	0.55	1198	1
538	T8_MEAL_STEW_FISH	Deadwater Eel Stew		food	0	0.352	770	1
539	T8_MEAL_STEW_FISH@1	Deadwater Eel Stew			0	0.94	2058	1
540	T8_MEAL_STEW_FISH@2	Deadwater Eel Stew			0	1.22	2668	1
541	T8_MEAL_STEW_FISH@3	Deadwater Eel Stew			0	1.64	3593	1
542	T4_MEAL_SANDWICH	Goat Sandwich		food	0	0.32	70	10
543	T4_MEAL_SANDWICH@1	Goat Sandwich			0	0.5	119	10
544	T4_MEAL_SANDWICH@2	Goat Sandwich			0	0.6	141	10
545	T4_MEAL_SANDWICH@3	Goat Sandwich			0	0.8	176	10
546	T6_MEAL_SANDWICH	Mutton Sandwich		food	0	0.96	210	10
547	T6_MEAL_SANDWICH@1	Mutton Sandwich			0	1.6	356	10
548	T6_MEAL_SANDWICH@2	Mutton Sandwich			0	1.9	424	10
549	T6_MEAL_SANDWICH@3	Mutton Sandwich			0	2.4	526	10
550	T8_MEAL_SANDWICH	Beef Sandwich		food	0	2.88	630	10
551	T8_MEAL_SANDWICH@1	Beef Sandwich			0	4.9	1067	10
552	T8_MEAL_SANDWICH@2	Beef Sandwich			0	5.8	1270	10
553	T8_MEAL_SANDWICH@3	Beef Sandwich			0	7.2	1579	10
554	T4_MEAL_SANDWICH_FISH	Stonestream Lurcher Sandwich		food	0	0.0443	97	1
555	T4_MEAL_SANDWICH_FISH@1	Stonestream Lurcher Sandwich			0	0.11	236	1
556	T4_MEAL_SANDWICH_FISH@2	Stonestream Lurcher Sandwich			0	0.14	303	1
557	T4_MEAL_SANDWICH_FISH@3	Stonestream Lurcher Sandwich			0	0.19	406	1
558	T6_MEAL_SANDWICH_FISH	Rushwater Lurcher Sandwich		food	0	0.1267	277	1
